isbn;language_code;average_rating;description;Authors;num_pages;publication_year;title;genre
1610348982;eng;3,92;[Siren Classic ManLove: Erotic Alternative Futuristic Sci-Fi Romance, M/M, shape-shifters]Tank knows that Zachary is his mate. He just doesn't understand why Zachary won't allow himself to be claimed. The waiting is tearing him apart. But with the Elite Force after them and a bounty on their heads, keeping Zachary alive seems more important than claiming him.When the Lady Blue is unexpectedly sucked through a wormhole and crash lands on old earth, keeping Zachary alive may be harder than Tank originally thought. With the ship needing repairs and the threat of discovering hanging over their heads, Tank tries to keep Zachary safe while keeping him at arm's length. When he learns that Zachary wants to mate him, he just has to perform a sacred ritual of his people first, Tank does everything in his power to get Zachary back to his planet and their own time period. But will it be enough? Or will they be discovered before tank can claim his mate?;Stormy Glenn, Lynn Hagen;135;2011;Tank's Tweak (Lady Blue Crew #5);fantasy & paranormal
1595829423;eng;4,39;What Guts the Black Swordsman and his companions had seen as an island refuge for monstrous sea creatures and the ghost ship of the demonic Bonebeard is, in fact, the very lair of the malefic sea god that controls them. With no avenue of escape, Guts must once again don the Berserker armor to give his company any chance of survival. But without the protective influence of the sorceress Schierke, Guts risks being forever lost within the cursed armor and becoming an even greater threat to his comrades;Kentaro Miura, Duane Johnson;211;2012;Berserk, Vol. 36;fantasy & paranormal
1595829407;eng;3,97;Showcasing stories from Marvel's Savage Sword of Conan the Barbarian #121-#130, never before collected and out of print for over a quarter century!I side with myself. The fierce reputation of the barbarian warrior Conan grows throughout the lands of Hyboria, with kings and conquerors alike willing to pay a fortune for the fearsome Cimmerian's broadsword. But when warring factions are both willing to secure Conan's services, they discover that they can buy a mercenary's blade but never his allegiance.;Christopher J. Priest, Larry Yakata, Don Kraar;528;2012;The Savage Sword of Conan, Vol. 12;fantasy & paranormal
110193607X;eng;4,59;Sixteen-year old Anna Arden was once just the magically barren girl from an elite Luminate family. Now she has broken the Binding--and Praetheria, the creatures held captive by the spell, wreak havoc across Europe. Lower-class citizens have access to magic for the first time, while other Luminates lose theirs forever. Austria and Hungary are at odds once more.Anna Arden did not know breaking the Binding would break the world.Anna thought the Praetheria were on her side, content and grateful to be free from the Binding. She thought her cousin Matyas's blood sacrifice to the disarm the spell would bring peace, equality, justice. She thought her future looked like a society that would let her love a Romani boy, Gabor.But with the Monarchy breathing down her neck and the Praetheria intimidating her at every turn, it seems the conspiracies have only just begun.As threat of war sweeps the region, Anna quickly discovers she can't solve everything on her own. Now there's only one other person who might be able to save the country before war breaks out. The one person Anna was sure she'd never see again. A bandit. A fellow outlaw. A man known as the King of Crows. Matyas.;Rosalyn Eves;464;2018;Lost Crow Conspiracy (Blood Rose Rebellion #2);fantasy & paranormal
1841498912;eng;4,07;The great war cannot be stopped.The tyrant Geder Palliako begins a conquest aimed at bringing peace to the world, though his resources are stretched too thin. When things go poorly, he finds a convenient target among the thirteen races and sparks a genocide.Clara Kalliam, freed by having fallen from grace, remakes herself as a loyal traitor and starts building an underground resistance movement that seeks to undermine Geder through those closest to him.Cithrin bel Sarcour is apprenticing in a city that's taken over by Antea, and uses her status as Geder's one-time lover to cover up an underground railroad smuggling refugees to safety.And Marcus Wester and Master Kit race against time and Geder Palliako's soldiers in an attempt to awaken a force that could change the fate of the world.;Daniel Abraham;484;2014;The Tyrant's Law (The Dagger and the Coin, #3);fantasy & paranormal
545139074;eng;3,74;If you could wish for a different life, would you? What if that life changed everything you thought was real?Adopted as a baby, Hazel Hayes has always been alone. She's never belonged anywhere--and has always yearned to know the truth about where she comes from. So when she receives three stunning, enchanted dresses--each with the power to grant one wish--Hazel wishes to know her mother. Transported to a time and place she couldn't have imagined, Hazel finds herself living an alternate life--a life with the mother she never knew.Over the course of one amazing, miraculous summer, Hazel finds her home, falls in love, and forms an unexpected friendship. But will her search to uncover her past forever alter her future?In the heart-pounding, luminous sequel to WISH, Alexandra Bullen asks the question: If you could wish for a new life . . . would you?;Alexandra Bullen;243;2011;Wishful Thinking (Wish, #2);fantasy & paranormal
553393413;eng;3,93;From New York Times bestselling author Jacquelyn Frank comes the smoothly sensual second book in an exciting new series featuring four immortal warrior brothers who must stake their hearts against their fate.As punishment for plotting with his brothers to steal immortality, Garreth is suffering a freezing torment until the end of time. Again and again, his fierce fighter's physique is frozen into a chiseled ice sculpture, his heart hardening like a diamond in his chest--only to thaw and resume the chilling torture. Until, like his older brother Dethan, he is offered a reprieve from a goddess--in exchange for his allegiance in a celestial civil war.Garreth lives to fight and fights to live. But while laying siege to an embattled city, he finds another reason to go on--a beautiful warrior woman named Sarielle, who ,nds a mythic beast through a mysterious and powerful bond. Terrified of her strength, the city rulers have kept her captive, and now she refuses to submit to a new master. As Garreth seeks to unleash her passion and melt the icy resistance of her heart, will he become her ultimate salvation--or lead them both to greater destruction?;Jacquelyn Frank;288;2015;Cursed by Ice (Immortal Brothers, #2);fantasy & paranormal
1402297122;eng;3,5;Nan keeps her secrets deep, not knowing how the truth would reveal a magic all its ownBay Singer has bigger secrets than most. She doesn't know about them, though. Her mother, Nan, has made sure of that. But one phone call from the sheriff makes Nan realize that the past is catching up. Nan decides that she has to make things right, and invites over the two estranged friends who know the truth. Ruthie and Mavis arrive in a whirlwind of painful memories, offering Nan little hope of protecting Bay. But even the most ruined garden is resilient, and their curious reunion has powerful effects that none of them could imagine, least of all Bay.;Mary Rickert, M. Rickert;295;2014;The Memory Garden;fantasy & paranormal
150275438X;eng;4,18;When diagnosed with a fatal illness at the age of twenty six, Eleanor Gray is resigned to her fate--at least until the enigmatic Dublin Helos appears and makes her an offer she knows she should refuse:Life or Death? With a decision as harmless as checking the wrong box on a mysterious questionnaire, Ellie is plunged into a dangerous world where souls are sold to the highest bidder and pleasure is fueled by pain.The rules of this new life are simple: submit everything--mind, body and soul. But the further Ellie falls under Dublin's control, the more she comes to realize that it's not just her sanity at stake, but her heart and a whole lot of blood too.;Lana Sky, Gemma Fisk;560;2014;Drain Me: Live. Die. Choose Wisely.;fantasy & paranormal
425235475;eng;4,1;Long before she was transformed into a Guardian and trained to fight demons, Rosalia knew darkness all too well. Raised by a demon, Rosalia learned to guard her heart -- and her soul -- until she found a man worthy of her love. Once, she thought that man would be the powerful vampire, Deacon...until he betrayed the Guardians.After losing everything to the lies of a demon, Deacon lives only for revenge -- and is taken aback when Rosalia offers to help. A vampire who has nothing -- who is nothing -- isn't worthy of her attention. But Rosalia wants to do more than just look, and the explosive need between them can't be held in check. And when Deacon's vengeful quest creates a dangerous alliance of their enemies, she will be his only hope...;Meljean Brook;414;2010;Demon Blood (The Guardians, #6);fantasy & paranormal
62207318;eng;3,91;It all began with a ruined elixir and a bolt of lightning.Iolanthe Seabourne is the greatest elemental mage of her generation--or so she's been told. The one prophesied for years to be the savior of The Realm. It is her duty and destiny to face and defeat the Bane, the most powerful tyrant and mage the world has ever known. This would be a suicide task for anyone, let alone a reluctant sixteen-year-old girl with no training.Guided by his mother's visions and committed to avenging his family, Prince Titus has sworn to protect Iolanthe even as he prepares her for their battle with the Bane. But he makes the terrifying mistake of falling in love with the girl who should have been only a means to an end. Now, with the servants of the tyrant closing in, Titus must choose between his mission--and her life.The Burning Sky--the first book in the Elemental Trilogy--is an electrifying and unforgettable novel of intrigue and adventure.;Sherry Thomas;496;2013;The Burning Sky (The Elemental Trilogy, #1);fantasy & paranormal
763647853;eng;4,33;The quest to save Vermonia continues! Fabulous manga artwork highlights this tale of four friends who hold the fate of three worlds in their hands.In part three of the Vermonia series, General Uro's reign of terror spreads through the Turtle Realm. When the three skateboarders from the planet Blue Star-- Doug, Naomi, and Jim-- are brought to a village burning under the evil Uro's ,nd, Naomi merges with her warrior spirit, the red phoenix, to help put out the flames. Now that the friends have the power of their guardian animals, they draw closer to finding and freeing Mel, who is trapped in a bubble guarded by one of General Uro's brainwashed soldiers.;YoYo;208;2010;Vermonia #3: Release of the Red Phoenix;fantasy & paranormal
1429953144;eng;4,17;When Prince Rodolfo's monsters attack her, Petra Kronos is spirited away to London. As she struggles to escape, Neel and Tomik sail the high seas, in search of her. Though separated by many miles, the three friends draw closer together in this sequel to The Cabinet of Wonders, called astonishingly accomplished by Publishers Weekly. Readers will not be disappointed in this adventure-filled novel that includes man-made monsters, the unraveling of a murder mystery, and the hunt for the Celestial Globe, which the prince of Bohemia will do anything to own.;Marie Rutkoski;304;2010;The Celestial Globe (The Kronos Chronicles, #2);fantasy & paranormal
1484874730;eng;4,5;An Epic Steampunk Fantasy NovelIn this third installment of Falcon Lord, a series of Steampunk Fantasy Novels, the good people of Valkyrie have finally driven off Dredgemont's gorpes and nzumbe trolls, but the enemies' evil spirits still haunt Perpetua. The great raven, Wark has died, and the citizens elect Brighton Aviamore the new Chancellor. The Falcon Rider's first challenge is to stop the mysterious winds that are growing worse by the day. But when Willowmena is kidnapped by a monstrous bird, and Brighton discovers she's been taken to a land called Amaraka, he abandons all other concerns, and swears an oath to get her back. Forced to traverse the dimensions of time and space, and reincarnate in a new body, Brighton is reborn in Kansas shortly after the end of the American Civil War which has been won by the South. An elitist mob of Rutheneist tycoons (part zombie, part vampire) are destroying the earth out of greed, and the same winds ripping apart Perpetua are driving humanity underground. Brighton grows up to be a brilliant inventor and aviator. He attends the finest steam technology university in the country where students race single-man steam jets in a city filled with a bewildering array of Babbage-steam driven vehicles, airships, and other inventions. Joined by Will, Pello, and Biffee (also incarnated as humans), Brighton discovers the winds are originating from an oceanic whirlpool that's being fueled by manmade disruptions to the environment. Though determined to find a solution, he faces a series of devastating traumas including Will's murder. Assisted by a small army of robots, he constructs an enormous levitating platform in the shape of a falcon to carry a reverse-ionization device over the sea and restore balance to the discordant atmosphere. His nemesis, Dredgemont has also incarnated in America, and sets out to destroy him by raising an army of phantom gorpes, trolls, and bats, including Gretch and Malgor. A clash of spirit armies takes place amidst the global hurricane and the Skookumchuck whirlpool threatens to swallow Brighton and his fantastic airship to the bottom of the sea.FALCON LORD -- A SERIES OF STEAMPUNK FANTASY NOVELS;D.A. Metrov;260;2013;Escape from the Skookumchuck (Falcon Lord #3);fantasy & paranormal
1456330217;eng;3,69;Simon Grant has an unlikely friend in Professor Moira Ananke, whom he met while visiting the museum where she works. One day, while looking through dusty bookshelves he comes upon a series of black, leather journals. He quickly becomes engrossed in reading her accounts of archaeological excavations: digging at Ramses' tomb in Egypt's Valley of the Kings in 1995, excavating ancient Indian cities at Harappa in 1986. His attention is drawn to a dozen more journals stretching along the bookcase: Field Notes from the Discovery of Tutankhamen's Tomb, 1922, Finding Troy, 1871, Work with Johannes Burkhardt, 1812. Simon glances toward his mentor who silently watches him take down several books and scan their pages. They are what they appear to be--her personal notes from excavations stretching back nearly 200 years. So begins Simon's introduction to time travel. Professor Ananke is a Master Time Traveler. She agrees to accept Simon as her apprentice, to teach him the secrets of time travel. After a few brief practice trips, Simon feels he is beginning to learn the tricks of this dangerous business. But one day, while photographing a mysterious medieval manuscript, he is grabbed and thrown through time under no control of his own. Simon lands, shaken and confused, in a medieval wood in Yorkshire, England. He is discovered by a young lady, Bryn Berengar, who involves him in a dangerous and suspenseful mystery tied to the murder of Thomas Becket. Their search for the manuscript that provides clues to the mystery exposes them to many dangers, including being poisoned by monk's hood, locked in a tower room with a corpse, and fighting a desperate knight with a secret to hide. They travel to Carlisle Castle to thwart a plot to overthrow King Henry II and Simon finds the fencing lessons he took at the local youth bureau take on great importance as he fights for his life. Perhaps most dangerous however, is the relationship he is developing with Bryn.;Kelly Grant;290;2011;The Time Traveler's Apprentice;fantasy & paranormal
1439188238;eng;3,7;WANTED Single human female to join charming, wealthy, single male were-cougar for a night of romantic fun--and maybe more. Me: The tall, sensuous, open-minded leader of my clan. You: A deliciously curvy virgin who's intimately familiar with what goes bump in the night. Must not be afraid of a little tail. Prefer a woman who's open to exploring her animal nature. Interest in nighttime walks through the woods a plus. My turn-ons include protecting you from the worst the supernatural world has to offer. Ready for an adventure? Give me a call. Vampires and doppelgangers need not apply.;Jessica Sims, Jill Myles;353;2011;Beauty Dates the Beast (Midnight Liaisons, #1);fantasy & paranormal
1626012245;eng;4,5;Everyone wants adventure in their lives, except Tabatha. She just wants a normal life. Instead, Tabby has someone trying to kill her and everything she loves. And she has attracted the attention of three supernatural males - a wolf shifter, a demon man, and a dragon-alien enforcer who patrols the alternate worlds that Tabby had no idea were even out there. And they all want to marry her.Then there is the fact that one of her best friends is some kind of god with way too much power.Yea, normal would be nice.;Trinity Blacio;262;2015;Laying Claim to the Soul (The Fantasy is Alive, #2);fantasy & paranormal
786965290;eng;4,38;SCRIBE- award-winning author, Erin M. Evans, continues the riveting tale of her Sundering character, Farideh, as she becomes embroiled in a Forgotten Realms-flavored game of thrones.In a direct follow-up to the third book in the Sundering series, The Adversary, young warlock Farideh falls into the midst of a battle for the throne of Cormyr. As the war brought on by the Sundering rages across Faerun, princes and princesses, wizards and rogues scheme to capture the seat of power of the Land of the Purple Dragon--with Farideh and her allies caught squarely in the middle.;Erin M. Evans;464;2014;Fire in the Blood (Brimstone Angels, #4);fantasy & paranormal
1537375903;eng;4,76;A collection of retold fairy tales with a science fiction twist.Rapunzel is a soldier, the last remaining member of the human race, locked in a zoological tower on an alien planet. Doctor Belle must remain in quarantine with a powerful politician who has contracted a beastly disease. Jack sells his arm for a chance up the Stalk, the space elevator he hopes will take him to his fortune.These twenty stories will take you across the galaxy, exploring new technology alongside aliens and cyborgs, princes and evil stepmothers, and telling your favorite classic tales like you've never seen them before.;Elizabeth Hopkinson, Jaylee James, Allan Davis Jr., James Wood, Jennifer Lee Rossman, Leandra Wallace, Mandy Nachampassack-Maloney, M.Z. Medina, Marie Piper, Nitai R. Poddar, Sara Daniele Rivera, Caitlin Nicoll, Shannon McDermott, Christopher Walker, Claudie Arseneault, Diane Dubas, Eben Mishkin, Chace Verity, L.G. Keltner, Lizz Donnelly, Lea Anne Guettler;374;2016;Circuits & Slippers;fantasy & paranormal
316351962;eng;3,83;In the curious town of Utsuwa, where spirits known as ayakashi roam, lives Yue, a sheltered boy born and raised at the local shrine. On the night of the winter festival, Yue descends the mountain for the first time and encounters two boys. Though Yue wants nothing more than to become friends with his new acquaintances, Mikoto, the master of the shrine who rules over Utsuwa, declares that Yue must choose one of the boys as his Meal! Faced with this incomprehensible decision, what will Yue do?!;HaccaWorks*, Nanao;160;2015;Of the Red, the Light, and the Ayakashi, Vol. 1;fantasy & paranormal
1467993581;eng;3,65;Seventeen year old, Armani Radnelaq a full blooded BaSatai is plagued by a curse in her blood. A curse created from hate and designed to break the divide between two parallel worlds of Earth and H-trae when Armani's blood is spilled in attack and she dies.S'teuqoubs have been travelling back and forth across the divide for centuries without trouble. The BaSatai and Guardians monitoring activity and enforcing rules to ensure peace and harmony but if the divide splits and opens, a much greater number of supernatural S'teuqoubs will filter into earth destroying equilibrium which the BaSatai and Guardians will be unable to control. Humanity and the BaSatai will suffer and perish. The parallel divide must remain secure at all costs.Armani has remained hidden on earth with her adopted father Elijah since her birth. She has been raised in the human way and fights her natural instinct to evolve into a BaSatai. The BaSatai in her requires her to evolve and shift, use her powers and strength. Yet Armani is freaked out by the need to shift. She smokes, has a bad attitude, must deal with aggressive bullies and control her natural BaSatai instinct. Her Guardian with BaSatai Warriors are coming for her. She refuses to accept her fate and doesn't believe any BaSatai should die to protect her.The blood curse maturing in her veins makes her a target for her enemies. Her Guardian Karhl and an elite BasSatai Warrior Rafael are the first to arrive and prepare her for her crossing over. Her attraction to Rafael complicates her purpose to stay on earth even more. They both insist she fall into line and follow their lead but she is not ready to leave earth just yet...;Suzan Battah;328;2012;BaSatai: Outside In #1;fantasy & paranormal
7444133;eng;4,13;The final instalment of Robin Hobb's Sunday Times best-selling series The Rain Wild Chronicles.Dragon blood and scales, dragon liver and eyes and teeth.All required ingredients for medicines with near-miraculous healing powers. The legendary blue dragon Tintaglia is dying of wounds inflicted by hunters sent by the Duke of Chalced, who meanwhile preserves his dwindling life by consuming the blood of the dragon's poet Selden Vestrit.If Tintaglia perishes, her ancestral memories will die with her. And the dragons in the ancient city of Kelsingra will lose the secret knowledge they need to survive.Their keepers immerse themselves in the dangerously addictive memory-stone records of the city in the hope of recovering the Elderling magic that once allowed humans and dragons to co-exist. In doing so they risk losing their own identities, even their lives.And danger threatens from beyond the city, too. For war is coming: war between dragonkind and those who would destroy them.;Robin Hobb;535;2013;Blood of Dragons (The Rain Wild Chronicles, #4);fantasy & paranormal
7444141;eng;4,13;The dragons' survival hangs in the balance in the thrilling final volume in the acclaimed River Wilds Chronicles fantasy seriesThe dragons and their dedicated band of keepers have at last found the lost city of Kelsingra. The magical creatures have learned to use their wings and are growing into their regal inheritance. Their humans, too, are changing. As the mystical bonds with their dragons deepen, Thymara, Tats, Rapskal, and even Sedric, the unlikeliest of keepers, have begun transforming into beautiful Elderlings raked with exquisite features that complement and reflect the dragons they serve.But while the humans have scoured the empty streets and enormous buildings of Kelsingra, they cannot find the mythical silver wells the dragons need to stay health and survive. With enemies encroaching, the keepers must risk memory walking- immersing themselves in the dangerously addictive memories of long-deceased Elderlings - to uncover clues necessary to their survival.And time is of the essence, for the legendary Tintaglia, long feared dead, has returned, wounded in a battle with humans hunting dragon blood and scales. She is weakening and only the hidden silver can revive her. If Tintaglia dies, so, too, will the ancient memories she carries - a devastating loss that will ensure the dragons' extinction.;Robin Hobb;544;2013;Blood of Dragons (Rain Wild Chronicles, #4);fantasy & paranormal
1472212355;eng;4,18;Losing her was the hardest thing he'd ever endured... Warrior shifter Aiden's investigation of the trafficking of vampire blood leads to a startling discovery: the beautiful vampire bondmate he thought was dead. Decades ago, they'd defied their powerful families to be together, but then Larissa disappeared without a trace. When their mating link broke, it nearly destroyed Aiden. Now she's back with no memory of where she's been. Even more shattering--Larissa claims she has no idea who Aiden is.Now she's back...It's a race against time to bring down an operation more evil than his pack ever suspected, and Aiden finds himself working side by side with a mate who no longer trusts him--and she wants out. But he lost her once, and he won't let her go again. Unfortunately, Larissa's blood is the key to a powerful monster's dangerous plan--and he'll stop at nothing to destroy her, sparking off a war between the supernaturals and humans that no one will win.;Katie Reus;384;2015;Hunter Reborn (Moon Shifter, #5);fantasy & paranormal
749954728;eng;3,64;Rule #1: DON'T GET INVOLVED.Over the past few thousand years, Fabio has come to hate his job. As Fate, he's in charge of assigning the fortunes and misfortunes that befall most of the human race--the eighty-three percent who keep screwing things up. And with the steady rise in population since the first Neanderthal set himself on fire, he can't exactly take a vacation.Fabio is frustrated with his endless parade of drug addicts and career politicians, and it doesn't help watching Destiny guide her people to winning Nobel Peace Prizes and Super Bowl MVPs. To make matters worse, he has a five-hundred-year-old feud with Death, and his best friends are Sloth and Gluttony. And worst of all? He's just fallen in love with a human.Sara Griffen might be on Destiny's path, but Fabio keeps bumping into her--by accident at first, and then on purpose. Getting involved with her breaks Rule #1, and about ten others, setting off some cosmic-sized repercussions that could strip him of his immortality--or lead to a fate worse than death.;S.G. Browne;312;2011;Fated;fantasy & paranormal
1420118633;eng;4,28;Dr. Melanie Lipton is no stranger to the supernatural. She knows immortals better than they know themselves, right down to their stubborn little genes. So although a handsome rogue immortal seems suspicious to her colleagues, Sebastien Newcombe intrigues Melanie. His history is checkered, his scars are impressive, and his ideas are daring. But it's not his ideas that have Melanie fighting off surges of desire . . .Bastien is used to being the bad guy. In fact, he can't remember the last time he had an ally he could trust. But Melanie is different -- and under her calm, professional exterior he senses a passion beyond anything in his centuries of experience. Giving in to temptation is out of the question -- he can't put her in danger. But she isn't asking him . . .;Dianne Duvall;390;2012;Phantom Shadows (Immortal Guardians, #3);fantasy & paranormal
1620610000;eng;3,71;Life is bleak but uncomplicated for sixteen-year-old Tess, living in a not-too-distant future where the government, faced with humanity's extinction, created the Chosen Ones, artificial beings who are extraordinarily beautiful, unbelievably strong, and unabashedly deadly.When Tess begins work at Templeton, a Chosen Ones training facility, she meets James, and the attraction is immediate in its intensity, overwhelming in its danger. But there is more to Templeton than Tess ever knew. Can she stand against her oppressors, even if it means giving up the only happiness in her life?;Tiffany Truitt;298;2012;Chosen Ones (The Lost Souls, #1);fantasy & paranormal
1939840015;eng;4,08;The most important characters don't always get top billing...Sidekicks: We know them, and we ignore them. They sit courtside, they wait in the shadows, they ride on the coattails. They have nothing to offer.Or do they?Heroes and heroines perform world shaking deeds, but sidekicks? Sidekicks are the unseen glue holding those powerhouses together. They are the backbones. They are the voices of reason.It's long past time for them to shine.Here, the fangirls, the trusted associates, the loyal assistants, and the imperiled wards have their moment in the spotlight. Join them as they shake up the world in unexpected and understated ways.Let the heroes sit this one out. Celebrate the Sidekick!;Donald J. Bingle, Sarah Hans, Alex Bledsoe, K.W. Taylor, Bill Bodden, Alexis A. Hunter, Daniel R. Robichaud, M.E. Garber, Nayad A. Monroe, Kathy Watness, Steve Lickman, Graham Storrs, Michael    Haynes, Daniel O'Riordan, Matt Betts, Neal Litherland, Chante McCoy, Alana Lorens, Kelly Swails, Alasdair Stuart, Patrick Tomlinson, D. Robert Hamm;358;2013;Sidekicks!;fantasy & paranormal
62008803;eng;4,27;New York Timesbestselling author Kerrelyn Sparks is back with Eat Prey Love--another sensational installment in her witty and wonderful Love at Stake paranormal romance series. In this simply fabulous tale of love and desire, vampires and shapeshifters, the sexy daughter of a vampire-hunting CIA agent finds untamed passion in a world she never knew existed. Lynsay Sands, author of the wildly popular romances featuring the Argeneau vampire family, calls Kerrelyn Sparks, an absolute delight--and Eat Prey Lovewill have fans of Charlaine Harris, and Katie MacAlister howling with joy.;Kerrelyn Sparks;384;2010;Eat Prey Love (Love at Stake, #9);fantasy & paranormal
1508573131;eng;3,77;A paranormal category romance from Entangled's Covet imprint...Her enemy is her only hope...Rose Johnson's adoptive mother was murdered, and Rose is next. She may be the last gargoyle in the world--the last being who stands between this world and the evils of Otherworld. In order to keep her existence a continued secret, Rose needs to find the stone that holds her adoptive mother's soul. Which means enlisting the help of her enemies the Sentinels...Sentinel Cal Levesque never forgave himself for failing Rose's family years ago. Seeing Rose alive is shock enough, until the stunningly beautiful gargoyle attacks him upon sight. As they strike an uneasy peace--and unexpected and escalating attraction--Cal knows he'll have to tell Rose who reallybetrayed her family. And with Rose's life in greater danger than ever, Cal has a chance to make up for the past...as long he doesn'tfall in love.;Tory Michaels;260;2015;Locked in Stone (Hearts of Stone #1);fantasy & paranormal
857660314;eng;3,71;IT IS THE YEAR ONE-KNIFE IN TENOCHTITLAN - THE CAPITAL OF THE AZTECS. The end of the world is kept at bay only by the magic of human sacrifice. A Priestess disappears from an empty room drenched in blood.Acatl, High Priest of the Dead must find her, or break the boundaries between the worlds of the living and the dead. But how do you find someone, living or dead, in a world where blood sacrifices are an everyday occurrence and the very gods stalk the streets?File Under: Fantasy [ Aztec Mystery | Locked Room | Human Sacrifice | The Dead Walk! ];Aliette de Bodard;431;2010;Servant of the Underworld (Obsidian and Blood, #1);fantasy & paranormal
451234995;eng;3,98;From the New York Times bestselling author of Bared to You...Adrian Mitchell is a powerful angel leading an elite Special Ops unit of Seraphim. His task is to punish the Fallen-angels who have become vampires-and ,nd a restless pack of indentured lycans. But Adrian has suffered his own punishment for becoming involved with mortals- losing the woman he loves again and again. Now, after nearly two hundred years, he has found her-Shadoe-her soul once more inhabiting a new body, with no memory of him. And this time, he won't let her go.;Sylvia Day;344;2011;A Touch of Crimson (Renegade Angels, #1);fantasy & paranormal
545695732;eng;3,3;I used to be one of those girls. The kind who loved to deliver bad news. When I colored my hair, I imagined it seeping into my scalp, black dye pooling into my veins.But that was the old Lacy. Now, when I cast spells, they are always for good.16-year-old Lacy believes that magic and science can work side by side. She's a botanist who knows how to harness the healing power of plants. So when her father dies, Lacy tries to stay with her step-mother in Chico, where her magic is good and healing. She fears the darkness that her real mother, Cheyenne, brings out, stripping away everything that is light and kind.Yet Cheyenne never stays away for long. Beautiful, bewitching, unstable Cheyenne who will stop at nothing, not even black magic, to keep control of her daughter's heart. She forces Lacy to accompany her to Sacramento, and before long, the old Lacy starts to resurface.But when Lacy survives a traumatic encounter, she finds herself faced with a choice. Will she use her powers to exact revenge and spiral into the darkness forever? Or will she find the strength to embrace the light?;Tricia Stirling;192;2015;When My Heart Was Wicked;fantasy & paranormal
1429915293;eng;4,17;Jack is back, for 2002. F. Paul Wilson's engaging, self-employed, off-the-books fixer, Repairman Jack, returns for another intense, action-packed adventure just a little over the border into the weird, in The Haunted Air. First introduced years ago in the bestseller The Tomb, Jack has been the hero of a series of exciting novels set in and around New York City including Legacies, Conspiracies, All the Rage, and Hosts. Repairman Jack is a wonderful character, ultracompetent but still vulnerable. Wilson strolls into X-Files territory and makes it his own, keeping the action brisk and the level of suspense steadily rising, said the San Francisco Examiner & Chronicle.In Astoria, Queens, the lively ethnic neighborhood just across the river from Manhattan, a house is being haunted by the ghost of a nine-year-old girl in riding clothes. More than two decades before, she'd been abducted from stables in Brooklyn. Now it's up to Jack to uncover the truth of her story and liberate the pretty, blond spirit. Perhaps the answer is in the odd little store called the Shurio Coppe? Ah, but that would be telling.Jack does things no human being should be able to do, but we watch, in horrified fascination, as the forces of evil seem about to triumph and fill the world with eternal darkness. And then-- but you must read the book.At the Publisher's request, this title is being sold without Digital Rights Management Software (DRM) applied.;F. Paul Wilson;416;2010;The Haunted Air;fantasy & paranormal
1452109214;eng;3,61;Jess has a secret: a mysterious glass flask she finds in an heirloom desk's hidden compartment. Its surface swirls with iridescent colors, like something's inside, something almost like a song, something with a soul. No one else sees anything under the shifting glass, but Jess is convinced there must be some kind of magic in there. And when her twin brothers are born critically ill, Jess begins to believe that the force within the flask just might hold the key to saving her brothers-and her family. In this emotionally rich novel, award-winning author Nicky Singer crafts a world of possibility that is steeped in hope and the power of love.;Nicky Singer;320;2013;Under Shifting Glass;fantasy & paranormal
1459703952;eng;4,23;Short-listed for the Hackmatack Children's Choice Book Award and the Saskatchewan Young Reader's Choice Award - Diamond Willow Award, 2013, commended for the White Ravens Award, 2013Christopher has a problem. He has just moved to Toronto. He has a new school and no friends. But even worse, the park next door is creepy: voices whisper in the bushes, and something throws apples at his window and howls at the moon. But what? Gargoyles! Their names are Gargoth and Ambergine, and they need help. An evil thief called the Collector is after them and wants to lock them away in his dark mansion, forever.Befriending a gargoyle takes courage, but it's worth it. Once he does, Christopher suddenly has more friends than he ever imagined, including Katherine, a girl from his class who knows the gargoyles, as well. When the Collector steals Ambergine, it's up to Christopher and Katherine to get her back, as long as something else doesn't catch them along the way.This is the third book in the award-nominated Lost Gargoyleseries.;Philippa Dowding;192;2012;The Gargoyle at the Gates;fantasy & paranormal
148142436X;eng;4,37;Bestselling author Ken Liu selects his multiple award-winning stories for a groundbreaking collection--including a brand-new piece exclusive to this volume.With his debut novel, The Grace of Kings, taking the literary world by storm, Ken Liu now shares his finest short fiction in The Paper Menagerie and Other Stories. This mesmerizing collection features many of Ken's award-winning and award-finalist stories, including: The Man Who Ended History: A Documentary (Finalist for the Hugo, Nebula, and Theodore Sturgeon Awards), Mono No Aware (Hugo Award winner), The Waves (Nebula Award finalist), The Bookmaking Habits of Select Species (Nebula and Sturgeon Award finalists), All the Flavors (Nebula Award finalist), The Litigation Master and the Monkey King (Nebula Award finalist), and the most awarded story in the genre's history, The Paper Menagerie (The only story to win the Hugo, Nebula, and World Fantasy awards).Insightful and stunning stories that plumb the struggle against history and betrayal of relationships in pivotal moments, this collection showcases one of our greatest and original voices.;Ken Liu;450;2016;The Paper Menagerie and Other Stories;fantasy & paranormal
